id,first_name,last_name,shirtsize,Adm2 Pcode,language,age,income,year,district
733,Lettie,McComb,XL,RW53,Kashmiri,83,469566.33,2017,Gatsibo
734,Bibi,Lambregts,2XL,RW57,Ndebele,32,906073,2017,Bugesera
735,Isiahi,Assante,S,RW51,Malayalam,99,762588,2017,Rwamagana
736,Zelda,Stancer,S,RW43,Arabic,59,811972.87,2017,Musanze
737,Astrix,Baughn,L,RW24,Tswana,12,15865.78,2017,Huye
738,Jdavie,Haydon,S,RW57,Belarusian,1,494896.79,2017,Bugesera
739,Happy,Girard,XS,RW31,Hungarian,81,607324.56,2017,Karongi
740,Osbourne,Teggin,3XL,RW45,Kannada,25,260664.51,2017,Gicumbi
741,Hughie,Labro,M,RW23,Polish,26,851034.09,2017,Nyaruguru
742,Olenka,Suddock,XS,RW11,Zulu,90,282493,2017,Nyarugenge
743,Melvyn,Natt,3XL,RW11,German,27,996347.02,2017,Nyarugenge
744,Barney,Gorcke,3XL,RW36,Azeri,100,830909.29,2017,Rusizi
745,Waylin,Dericut,S,RW24,Azeri,84,551135.67,2017,Huye
746,Clareta,Gier,S,RW34,Dutch,77,65724.2,2017,Nyabihu
747,Reagan,Wilce,M,RW32,Swedish,70,813013.11,2017,Rutsiro
748,Woodrow,Waterfall,L,RW13,Tswana,69,882546.84,2017,Kicukiro
749,Liva,Windaybank,L,RW21,Hebrew,74,944363.87,2017,Nyanza
750,Rouvin,Barlow,M,RW37,Croatian,23,254430.6,2017,Nyamasheke
751,Elnore,Grotty,2XL,RW34,Aymara,21,936014.1,2017,Nyabihu
752,Angele,Simonitto,L,RW55,Swahili,46,38911.14,2017,Kirehe
753,Louisette,Leeman,2XL,RW12,Danish,2,520854.31,2017,Gasabo
754,Dallas,Paddefield,3XL,RW42,Bosnian,31,595568.78,2017,Gakenke
755,Kenton,Bardill,3XL,RW56,Indonesian,49,161188.9,2017,Ngoma
756,Clary,Burds,L,RW42,Montenegrin,2,340029.96,2017,Gakenke
757,Trenna,Sharrier,2XL,RW36,Afrikaans,65,368533.41,2017,Rusizi
758,Pippy,Eastop,L,RW33,Kannada,47,637150.81,2017,Rubavu
759,Thatch,Wadeling,3XL,RW12,Filipino,36,538075.55,2017,Gasabo
760,Orlando,Solomon,L,RW22,Telugu,76,425972.03,2017,Gisagara
761,Katuscha,Ormston,3XL,RW41,Chinese,2,64652.75,2017,Rulindo
762,Aubry,Viant,XL,RW34,Maltese,78,8814.73,2017,Nyabihu
763,Araldo,Saladino,2XL,RW44,Assamese,71,232853.46,2017,Burera
764,Carolin,Scryne,M,RW12,Filipino,89,335407.72,2017,Gasabo
765,Luigi,Thickins,L,RW11,Burmese,15,762732.27,2017,Nyarugenge
766,Dulcine,Armytage,3XL,RW31,Latvian,39,704247.57,2017,Karongi
767,Sarena,Stubbs,XS,RW28,Amharic,39,765371.14,2017,Kamonyi
768,Blinnie,Mozzini,S,RW23,Latvian,74,147675.94,2017,Nyaruguru
769,Audi,Tow,2XL,RW44,Greek,30,21174.79,2017,Burera
770,Oliy,Stears,XS,RW25,Quechua,93,104830.97,2017,Nyamagabe
771,Tiler,Donnett,XS,RW27,Chinese,5,638865.68,2017,Muhanga
772,Reilly,Morratt,XL,RW34,Belarusian,72,692026.26,2017,Nyabihu
773,Cyrill,Elleyne,S,RW37,Malagasy,82,668903,2017,Nyamasheke
774,Ula,Gillott,XL,RW56,Papiamento,81,129903.36,2017,Ngoma
775,Merrile,Grime,XL,RW36,Māori,80,225863.77,2017,Rusizi
776,Mallory,Maypother,M,RW23,Hungarian,7,794027.42,2017,Nyaruguru
777,Jeremias,Petz,L,RW42,West Frisian,96,101398.2,2017,Gakenke
778,Demetra,Poundford,L,RW57,Pashto,63,225170.49,2017,Bugesera
779,Lucretia,Leaning,3XL,RW42,Aymara,95,752504.91,2017,Gakenke
780,Paulina,Whear,2XL,RW43,Spanish,51,167417.14,2017,Musanze
781,Tybalt,Spraggon,S,RW51,Hindi,39,238627.03,2017,Rwamagana
782,Roi,Longo,2XL,RW33,Luxembourgish,60,927284.23,2017,Rubavu
783,Kerrin,MacTerlagh,2XL,RW22,Korean,60,196774.31,2017,Gisagara
784,Joye,Cousens,S,RW13,Gujarati,70,356255.74,2017,Kicukiro
785,Sloan,Quinnelly,L,RW57,Afrikaans,79,400554,2017,Bugesera
786,Stefanie,Butt Gow,3XL,RW24,Dzongkha,38,34839.58,2017,Huye
787,Vincents,Padbery,L,RW22,Dhivehi,7,721738.76,2017,Gisagara
788,Chariot,Cotilard,2XL,RW35,Spanish,94,91922.13,2017,Ngororero
789,Gage,Moss,S,RW26,Haitian Creole,73,523444.34,2017,Ruhango
790,Edmund,Petrelli,M,RW12,Montenegrin,4,207997.14,2017,Gasabo
791,Cobb,Willshear,3XL,RW26,Malayalam,91,768407.18,2017,Ruhango
792,Siobhan,Shalders,M,RW44,Haitian Creole,17,914012.89,2017,Burera
793,Arabel,Lepoidevin,L,RW23,Tsonga,59,442315.56,2017,Nyaruguru
794,Angie,Iban,XS,RW32,Punjabi,10,76406.59,2017,Rutsiro
795,August,Vasyukhichev,M,RW36,Hiri Motu,96,378547.26,2017,Rusizi
796,Benedicta,Klemencic,L,RW25,Kashmiri,38,586489.93,2017,Nyamagabe
797,Tootsie,Comoletti,L,RW42,Punjabi,76,911394.58,2017,Gakenke
798,Tibold,Lalevee,L,RW41,Maltese,7,586483.51,2017,Rulindo
799,Sanford,Bernaert,3XL,RW13,Tamil,89,691275.31,2017,Kicukiro
800,Debby,Sunnex,S,RW12,Macedonian,91,351394,2017,Gasabo
801,Anatola,Sturzaker,M,RW51,Lao,16,96255.08,2017,Rwamagana
802,Husein,Dominick,XL,RW11,Irish Gaelic,41,918775.42,2017,Nyarugenge
803,Sherm,Barstock,L,RW44,Malayalam,54,998919.18,2017,Burera
804,Alverta,Valance,L,RW11,Oriya,93,677625.18,2017,Nyarugenge
805,Hilario,Seivwright,L,RW23,Persian,85,682226.61,2017,Nyaruguru
806,Randy,Fink,XS,RW57,Kyrgyz,81,471662.03,2017,Bugesera
807,Hortense,Daveley,2XL,RW25,Tsonga,27,83245.81,2017,Nyamagabe
808,Stephana,Asel,M,RW32,Gujarati,42,70461.78,2017,Rutsiro
809,Vinny,Dorey,3XL,RW28,Mongolian,13,729300.83,2017,Kamonyi
810,Darcee,Vaughn,2XL,RW31,Gujarati,4,361249.84,2017,Karongi
811,Arvin,Yewdell,M,RW23,Marathi,70,102101.4,2017,Nyaruguru
812,Llywellyn,Mapham,3XL,RW41,German,27,938765.23,2017,Rulindo
813,Kyla,Nazareth,L,RW24,Danish,15,276329.64,2017,Huye
814,Nanete,Lavens,XL,RW45,Latvian,20,678281.28,2017,Gicumbi
815,Selma,Wharrier,3XL,RW51,Fijian,81,240009.01,2017,Rwamagana
816,Valma,O'Brollachain,2XL,RW56,Tetum,44,712522.46,2017,Ngoma
817,Emmit,Christall,XS,RW42,Hiri Motu,56,814677.24,2017,Gakenke
818,Gamaliel,Tithecott,L,RW53,English,56,89036.69,2017,Gatsibo
819,Harriot,Bernhardi,M,RW53,Bulgarian,94,210549.65,2017,Gatsibo
820,Herc,Stockney,3XL,RW11,Dzongkha,66,625778.74,2017,Nyarugenge
821,Jayne,Allberry,XS,RW12,Greek,16,830403.14,2017,Gasabo
822,Roseanna,de la Tremoille,2XL,RW53,Dari,47,171331.09,2017,Gatsibo
823,Dorisa,Aleksandrov,2XL,RW42,Haitian Creole,18,99418.8,2017,Gakenke
824,Fey,Cabrer,XS,RW25,Kurdish,37,364096.96,2017,Nyamagabe
825,Timothea,Packman,XL,RW24,Catalan,32,801414.18,2017,Huye
826,Tony,Eubank,3XL,RW26,Bengali,30,385676.04,2017,Ruhango
827,Garrard,Josef,S,RW36,Zulu,35,746107.39,2017,Rusizi
828,Deeann,Stryde,2XL,RW53,Fijian,48,863092.66,2017,Gatsibo
829,Vanna,Folk,M,RW45,Arabic,76,769213.39,2017,Gicumbi
830,Bride,Habble,S,RW31,Malay,47,744673.55,2017,Karongi
831,Reeba,Hudleston,XL,RW24,Italian,78,406316,2017,Huye
832,Merrili,Jellico,XL,RW45,Persian,30,994442.93,2017,Gicumbi
833,Ann,Frankcom,2XL,RW51,Gagauz,22,443949.05,2017,Rwamagana
834,Derk,Hollebon,L,RW44,Quechua,4,635878.21,2017,Burera
835,Nathanael,Giacobelli,L,RW43,New Zealand Sign Language,25,758275.92,2017,Musanze
836,Knox,Dawidowicz,L,RW54,Arabic,7,278596.85,2017,Kayonza
837,Ag,Raspel,M,RW36,Lao,6,22333.7,2017,Rusizi
838,Zerk,Sever,L,RW43,Khmer,89,614115.77,2017,Musanze
839,Rasia,Guilayn,L,RW45,Swahili,29,34402.42,2017,Gicumbi
840,Sandy,De la Eglise,3XL,RW36,English,61,750879.15,2017,Rusizi
841,Bancroft,Van Dijk,XS,RW44,Czech,38,729365.37,2017,Burera
842,Yurik,Southern,M,RW56,Amharic,88,998362,2017,Ngoma
843,Clovis,Ginnaly,3XL,RW24,Tswana,1,543278.13,2017,Huye
844,Etheline,Tuckwell,L,RW42,French,59,269764.77,2017,Gakenke
845,Meredeth,Kirkebye,3XL,RW52,West Frisian,66,255932,2017,Nyagatare
846,Tybi,Champken,2XL,RW28,Polish,60,686416.08,2017,Kamonyi
847,Laure,Grene,M,RW13,Thai,38,358793.1,2017,Kicukiro
848,Emmye,Crowcum,L,RW33,Tamil,89,211189.91,2017,Rubavu
849,Fee,Maccaig,XL,RW27,Italian,41,128342.07,2017,Muhanga
850,Ivette,Shoard,3XL,RW34,Luxembourgish,6,602112.68,2017,Nyabihu
851,Betsy,Harnetty,M,RW41,Tetum,52,127026.89,2017,Rulindo
852,Hilliary,Kingscote,L,RW24,Irish Gaelic,93,46462.9,2017,Huye
853,Aubree,Yaus,XS,RW33,Icelandic,21,96575.98,2017,Rubavu
854,Susie,Bellam,L,RW51,Chinese,73,487124.18,2017,Rwamagana
855,Carolee,Franklen,L,RW11,Bulgarian,99,523269.69,2017,Nyarugenge
856,Agathe,Rowlands,L,RW28,Lao,25,656646.06,2017,Kamonyi
857,Nannie,Vasic,S,RW27,Czech,87,926014.43,2017,Muhanga
858,Marcelo,Prew,XS,RW41,Dhivehi,23,772361.99,2017,Rulindo
859,Catlaina,Jarrett,XS,RW54,Bislama,1,427539.23,2017,Kayonza
860,Mabelle,Beale,M,RW26,Tamil,4,461608.75,2017,Ruhango
861,Matthias,Eddowes,3XL,RW42,Norwegian,85,319714.64,2017,Gakenke
862,Jillane,Muscat,2XL,RW34,Burmese,86,184290.47,2017,Nyabihu
863,Warren,O'Hegertie,XS,RW28,Malagasy,15,594082.17,2017,Kamonyi
864,Matias,Whenman,3XL,RW27,Macedonian,46,135688.61,2017,Muhanga
865,Demetre,Benzie,L,RW35,Danish,55,406661.93,2017,Ngororero
866,Orlan,Spring,XL,RW44,Romanian,30,345800.67,2017,Burera
867,Charley,Lodovichi,XS,RW25,Gujarati,85,121774.27,2017,Nyamagabe
868,Rona,Moodie,XS,RW35,Sotho,87,114597.58,2017,Ngororero
869,Markus,Gomm,XL,RW23,Nepali,81,800708.88,2017,Nyaruguru
870,Tresa,Calabry,2XL,RW41,Gujarati,4,179221.3,2017,Rulindo
871,Roberto,Limerick,3XL,RW44,Tetum,3,573365.4,2017,Burera
872,Rodrique,Cumbes,3XL,RW27,Hiri Motu,10,436686.29,2017,Muhanga
873,Howie,Dunne,S,RW42,English,88,858424.46,2017,Gakenke
874,Idette,MacCague,3XL,RW31,German,17,758924,2017,Karongi
875,Martie,Molyneux,L,RW35,Armenian,65,363065.6,2017,Ngororero
876,Russell,Bootherstone,S,RW55,Swedish,77,323805.99,2017,Kirehe
877,Benson,Reinhard,XL,RW42,Macedonian,2,820110.89,2017,Gakenke
878,Hillie,Pahlsson,L,RW11,Azeri,91,113789.16,2017,Nyarugenge
879,Irv,Kilcoyne,XS,RW31,Sotho,89,690660,2017,Karongi
880,Marti,Garham,L,RW28,Maltese,73,465413.99,2017,Kamonyi
881,Lynette,Bather,L,RW44,Tok Pisin,44,606000.26,2017,Burera
882,Benni,Ravenscroftt,M,RW24,Tswana,17,966003.3,2017,Huye
883,Karla,Tedder,XL,RW31,Arabic,91,270228.34,2017,Karongi
884,Kyrstin,Boxall,XS,RW33,Māori,68,784200.72,2017,Rubavu
885,Ewell,Uppett,3XL,RW43,Indonesian,89,136918.96,2017,Musanze
886,Veronique,Wodham,XL,RW21,Hungarian,5,569191.61,2017,Nyanza
887,Kath,Franssen,M,RW36,Amharic,61,331176.73,2017,Rusizi
888,Moishe,Tirte,2XL,RW57,Macedonian,60,598945.56,2017,Bugesera
889,Zorana,Kneebone,XL,RW51,Gagauz,61,65200.43,2017,Rwamagana
890,Gale,O'Hanlon,M,RW21,Zulu,22,34242.24,2017,Nyanza
891,Cliff,St Leger,L,RW44,Zulu,28,16183.06,2017,Burera
892,Eulalie,Askham,L,RW33,Yiddish,42,189743.29,2017,Rubavu
893,Harli,Vauter,3XL,RW43,Hiri Motu,40,730807.58,2017,Musanze
894,Darcey,Fenn,XL,RW22,Greek,55,377232.22,2017,Gisagara
895,Lancelot,Siemandl,S,RW21,Danish,36,220362.8,2017,Nyanza
896,Tadio,Mattersley,XL,RW36,Quechua,19,759523.22,2017,Rusizi
897,Jaclin,Ferrillo,2XL,RW31,Bosnian,90,172516.63,2017,Karongi
898,Nixie,Eiler,XS,RW51,French,37,850447.91,2017,Rwamagana
899,Peggy,Fittis,XS,RW24,Amharic,28,761187.6,2017,Huye
900,Penny,Begg,S,RW28,Azeri,61,56432.82,2017,Kamonyi
901,Rodge,Luebbert,XL,RW31,Pashto,40,13000.58,2017,Karongi
902,Kathie,Spier,XS,RW51,Icelandic,40,711708.61,2017,Rwamagana
903,Lynett,Trewhela,XL,RW12,Tajik,8,668407.67,2017,Gasabo
904,Christabella,Grestye,XL,RW42,Luxembourgish,75,897261.42,2017,Gakenke
905,Keith,Kopfer,XL,RW57,Irish Gaelic,41,226226.94,2017,Bugesera
906,Pincas,Kensall,2XL,RW55,Guaraní,23,961639.36,2017,Kirehe
907,Dino,Jeffers,XL,RW25,Somali,70,516438.57,2017,Nyamagabe
908,Ibbie,Stroton,S,RW42,Sotho,32,983433.18,2017,Gakenke
909,Cleveland,Summers,L,RW12,Luxembourgish,78,586257,2017,Gasabo
910,Paulo,Doerrling,S,RW31,Pashto,50,289326.68,2017,Karongi
911,Thedrick,Hillburn,S,RW11,Indonesian,99,73826.48,2017,Nyarugenge
912,Gerri,Giacopetti,2XL,RW25,Korean,47,725826.88,2017,Nyamagabe
913,Gayler,Monckman,S,RW44,Czech,51,231685.99,2017,Burera
914,Nadean,Whitten,XS,RW42,Kurdish,10,344758.88,2017,Gakenke
915,Gracia,Izhak,XL,RW44,Malayalam,82,97478.03,2017,Burera
916,Laverna,Fiander,3XL,RW36,Armenian,80,126980.49,2017,Rusizi
917,Kerrie,Trett,L,RW43,New Zealand Sign Language,53,515999.37,2017,Musanze
918,Federica,Cove,2XL,RW44,Estonian,26,453115.71,2017,Burera
919,Henriette,Wilshere,M,RW22,Greek,63,314536.96,2017,Gisagara
920,Guinna,Caton,2XL,RW43,Indonesian,56,326911.59,2017,Musanze
921,Asher,Friel,XS,RW25,Nepali,11,26411.42,2017,Nyamagabe
922,Hildagard,Signorelli,S,RW11,Fijian,50,388976.22,2017,Nyarugenge
923,Yolane,Shovelin,3XL,RW32,Tok Pisin,76,809063.88,2017,Rutsiro
924,Cesya,Stannas,M,RW31,German,74,101904.49,2017,Karongi
925,Saunders,Harrod,XL,RW24,Telugu,5,62718.14,2017,Huye
926,Hyatt,Caile,XL,RW44,Tsonga,59,950566.24,2017,Burera
927,Dan,Swiffin,XL,RW34,Pashto,7,274752.3,2017,Nyabihu
928,Ketti,Kaysor,S,RW26,Hungarian,19,901809.47,2017,Ruhango
929,Thurstan,Dyne,L,RW41,Portuguese,42,722546.18,2017,Rulindo
930,Maribeth,Wordsworth,M,RW24,Portuguese,7,405436.85,2017,Huye
931,Mella,Lies,L,RW36,Burmese,94,580925.52,2017,Rusizi
932,Clarita,Earry,S,RW52,Mongolian,18,108952.19,2017,Nyagatare
933,Harmony,Cupitt,3XL,RW12,Gujarati,43,870957.82,2017,Gasabo
934,Stanislaus,Dealey,L,RW45,Kyrgyz,79,516391.86,2017,Gicumbi
935,Mikael,Clarycott,L,RW34,Catalan,45,154372.39,2017,Nyabihu
936,Mavis,Elegood,XS,RW45,Dutch,81,253196.31,2017,Gicumbi
937,Lyell,Idwal Evans,XL,RW37,Bulgarian,86,917583.32,2017,Nyamasheke
938,Gabriella,Belderfield,XL,RW43,Kannada,89,506058.17,2017,Musanze
939,Gwenette,Adanet,S,RW22,Yiddish,33,158853.57,2017,Gisagara
940,Sim,Maling,S,RW26,Somali,3,758441.51,2017,Ruhango
941,Clementina,Coakley,2XL,RW41,Romanian,14,360407.23,2017,Rulindo
942,Norton,Britcher,M,RW12,Hiri Motu,77,540807.78,2017,Gasabo
943,Scarlett,Mulvagh,XS,RW55,Hindi,4,241521.91,2017,Kirehe
944,Micky,Mackro,M,RW31,Hungarian,66,788305.26,2017,Karongi
945,Tremain,Garrood,2XL,RW44,Ndebele,34,145113.77,2017,Burera
946,Ofilia,McGuckin,S,RW36,Dzongkha,95,142340.3,2017,Rusizi
947,Hakeem,Kleint,XS,RW44,Burmese,100,17512.14,2017,Burera
948,Feliza,Van Oort,2XL,RW35,Kazakh,65,172099.99,2017,Ngororero
949,Linn,Gislebert,2XL,RW53,Oriya,28,576773.8,2017,Gatsibo
950,Dorry,Kaiser,3XL,RW23,Irish Gaelic,43,178857.58,2017,Nyaruguru
951,Colly,Leith-Harvey,M,RW43,Persian,71,24307.14,2017,Musanze
952,Gardy,Godlee,XL,RW53,Zulu,69,138694.3,2017,Gatsibo
953,Dara,Charter,L,RW54,New Zealand Sign Language,61,123315.72,2017,Kayonza
954,Brenden,Manilow,S,RW43,Fijian,44,879077.05,2017,Musanze
955,Reggie,Winkworth,S,RW43,Portuguese,96,427699.87,2017,Musanze
956,Barbey,Chifney,2XL,RW54,Macedonian,68,751176,2017,Kayonza
957,Brandy,Hammand,S,RW26,Finnish,58,42020.95,2017,Ruhango
958,Randee,Elcoat,XS,RW35,Fijian,35,754909.97,2017,Ngororero
959,Lizbeth,O'Crotty,L,RW26,Danish,95,673320.15,2017,Ruhango
960,Gipsy,Griffey,S,RW21,Tamil,9,82237.74,2017,Nyanza
961,Heidie,Cleft,S,RW44,Hebrew,73,299189.02,2017,Burera
962,Gallagher,Fiennes,L,RW54,Lao,97,897711.35,2017,Kayonza
963,Shandra,Tomei,2XL,RW11,Latvian,78,744969.34,2017,Nyarugenge
964,Maitilde,Ofer,2XL,RW53,Punjabi,88,774077,2017,Gatsibo
965,Marlon,Whitehouse,M,RW56,Quechua,35,632715.54,2017,Ngoma
966,Vanda,Schrei,S,RW45,Georgian,64,369263.28,2017,Gicumbi
967,Joseph,Heggadon,XS,RW37,Georgian,67,922419.05,2017,Nyamasheke
968,Modestine,Grisewood,3XL,RW34,Kyrgyz,29,411392.12,2017,Nyabihu
969,Adela,Boig,M,RW44,Indonesian,43,425619.85,2017,Burera
970,Babbie,Philippon,M,RW11,Yiddish,59,156393.43,2017,Nyarugenge
971,Hartley,Kuhwald,2XL,RW33,Somali,94,980231.81,2017,Rubavu
972,Patin,O'Hoey,XS,RW12,Lao,24,950772.36,2017,Gasabo
973,Vivi,Paulet,XL,RW31,Latvian,58,3559.98,2017,Karongi
974,Luisa,Edgeworth,2XL,RW57,Thai,2,249461.46,2017,Bugesera
975,Waly,Quakley,XS,RW25,Polish,26,588346.41,2017,Nyamagabe
976,Marlow,Keepe,S,RW32,Georgian,92,726917.21,2017,Rutsiro
977,Dermot,Whitsun,2XL,RW42,Norwegian,83,688199.55,2017,Gakenke
978,Benedikta,Hrycek,L,RW21,Finnish,44,279430.43,2017,Nyanza
979,Ag,Flanagan,S,RW22,Guaraní,80,339979.85,2017,Gisagara
980,Porty,Seamer,2XL,RW35,Punjabi,100,618625,2017,Ngororero
981,Jephthah,Ambrosoni,M,RW55,Romanian,12,49601.05,2017,Kirehe
982,Anstice,Sugars,2XL,RW23,Malay,96,114444.73,2017,Nyaruguru
983,Janifer,Dahill,XL,RW54,Yiddish,80,547354.39,2017,Kayonza
984,Matelda,Scrivin,3XL,RW21,Oriya,89,556477.37,2017,Nyanza
985,Minnie,Phettis,L,RW53,Tsonga,76,533009.56,2017,Gatsibo
986,Veriee,Doniso,M,RW42,French,3,10840.15,2017,Gakenke
987,Roseanna,Castellani,S,RW12,Gagauz,90,645854.7,2017,Gasabo
988,Nonna,Rattenberie,3XL,RW23,Dutch,91,991676.52,2017,Nyaruguru
989,Aguste,Clapham,XS,RW31,Croatian,28,952374.08,2017,Karongi
990,Emile,Cham,XL,RW43,Bengali,22,488402.62,2017,Musanze
991,Netta,Roscamps,S,RW37,Hebrew,66,30042.81,2017,Nyamasheke
992,Charlot,Albury,S,RW43,Yiddish,68,268326.72,2017,Musanze
993,Moritz,Boulde,L,RW28,Swati,54,149837.32,2017,Kamonyi
994,Halsey,Stookes,S,RW21,Punjabi,12,695813.14,2017,Nyanza
995,Burt,Vasilic,L,RW36,Latvian,76,443495.27,2017,Rusizi
996,Rebeka,Gajownik,S,RW35,Punjabi,8,746786.48,2017,Ngororero
997,Quinton,Carslaw,S,RW51,Bosnian,94,456323.09,2017,Rwamagana
998,Thoma,Jarmyn,M,RW44,Haitian Creole,58,167170.17,2017,Burera
999,Clotilda,Gionettitti,3XL,RW53,Quechua,7,762912.55,2017,Gatsibo
1000,Verene,Shearn,2XL,RW24,Hindi,31,827170.68,2017,Huye
1,Morgan,Rowson,XS,RW43,Polish,10,572002.05,2018,Musanze
2,Imojean,Maylott,XL,RW22,Georgian,39,738109.86,2018,Gisagara
3,Andria,Osgardby,XL,RW36,Dari,3,470854.91,2018,Rusizi
4,Kelila,Cavaney,L,RW53,Persian,31,269005.88,2018,Gatsibo
5,Mickey,Franceschi,2XL,RW44,Georgian,79,177469.91,2018,Burera
6,Cahra,Horry,M,RW22,Korean,92,59061.87,2018,Gisagara
7,Fan,Meadowcraft,2XL,RW12,Aymara,11,151501.69,2018,Gasabo
8,Jaymee,Mitchelmore,XS,RW32,Kazakh,46,829730.66,2018,Rutsiro
9,Vasili,Moncreiffe,M,RW51,Swati,21,646597.44,2018,Rwamagana
10,Kristofer,McNeilley,L,RW24,Arabic,77,375985.27,2018,Huye
11,Shay,Haythornthwaite,XL,RW41,Albanian,1,947836.07,2018,Rulindo
12,Mina,Kennon,XS,RW13,Finnish,62,805880.8,2018,Kicukiro
13,Enrique,McEniry,XL,RW26,Kurdish,66,5356.81,2018,Ruhango
14,Kriste,Hagland,2XL,RW52,Quechua,43,895984.01,2018,Nyagatare
15,Had,Radin,XL,RW24,Tsonga,3,627203.84,2018,Huye
16,Anetta,Ribbens,L,RW28,Quechua,2,139431.7,2018,Kamonyi
17,Ximenez,Hartshorn,2XL,RW21,Papiamento,55,58171.39,2018,Nyanza
18,Essie,Haliday,M,RW36,Czech,5,921072.13,2018,Rusizi
19,Ruben,Norcott,L,RW55,Khmer,56,273600.59,2018,Kirehe
20,Adeline,Shellsheere,3XL,RW57,Danish,59,264064.87,2018,Bugesera
21,Lora,Liepmann,XS,RW32,Assamese,79,230410.44,2018,Rutsiro
22,Zak,Saich,L,RW54,Oriya,5,950495.74,2018,Kayonza
23,Filmore,Peatheyjohns,XL,RW33,Tsonga,96,453842.93,2018,Rubavu
24,Hebert,Cater,XS,RW53,Romanian,79,696657.23,2018,Gatsibo
25,Mattheus,McNirlan,2XL,RW52,Albanian,60,257274.58,2018,Nyagatare
26,Leanora,Kearley,M,RW23,Haitian Creole,14,658214.5,2018,Nyaruguru
27,Wiatt,De Carteret,XL,RW51,Korean,9,787791.73,2018,Rwamagana
28,Nicola,Gravenor,XL,RW11,Romanian,45,812748.17,2018,Nyarugenge
29,Annmaria,Bewshire,XL,RW37,Kurdish,23,815217.28,2018,Nyamasheke
30,Lonni,MacBrearty,XS,RW45,Guaraní,9,69763.95,2018,Gicumbi
31,Shae,Muro,M,RW35,Irish Gaelic,28,568144.21,2018,Ngororero
32,Allx,Florentine,XL,RW51,Haitian Creole,28,286903.61,2018,Rwamagana
33,Matteo,Bromage,2XL,RW42,Northern Sotho,98,48468.7,2018,Gakenke
34,Jessamyn,McArthur,M,RW41,Bulgarian,58,929150,2018,Rulindo
35,Nissie,Allwright,3XL,RW24,Ndebele,96,825882.73,2018,Huye
36,Edsel,Milesap,3XL,RW52,Swahili,93,761533.77,2018,Nyagatare
37,Rory,O'Duane,2XL,RW57,Tswana,85,402250,2018,Bugesera
38,Donaugh,Darell,L,RW33,Hungarian,15,900900.43,2018,Rubavu
39,Elset,Lilford,XS,RW13,English,100,340832.37,2018,Kicukiro
40,Lowrance,Doswell,M,RW36,Pashto,98,831687.9,2018,Rusizi
41,Hannie,Timberlake,S,RW21,New Zealand Sign Language,48,580240.57,2018,Nyanza
42,Dyane,Kose,L,RW51,Aymara,13,603792.88,2018,Rwamagana
43,Tania,Breckenridge,XL,RW11,Irish Gaelic,28,985522,2018,Nyarugenge
44,Dallon,Larvent,XL,RW13,English,68,905029.48,2018,Kicukiro
45,Berke,Reddle,2XL,RW56,Georgian,47,835305.01,2018,Ngoma
46,Brucie,Jeannard,XL,RW41,Montenegrin,85,972539.65,2018,Rulindo
47,Nicolas,Sotworth,M,RW36,Aymara,56,945067.56,2018,Rusizi
48,Phyllys,Barbrick,S,RW55,Icelandic,13,875657.97,2018,Kirehe
49,Bartholomeo,Cricket,XL,RW57,Oriya,9,975141,2018,Bugesera
50,Faber,Baunton,L,RW37,Portuguese,18,632499.13,2018,Nyamasheke
51,Correna,Gyles,M,RW42,Gagauz,53,510257,2018,Gakenke
52,Fern,Senechault,S,RW21,Lithuanian,33,819465.28,2018,Nyanza
53,Minette,Morfey,XS,RW23,Portuguese,3,338881.72,2018,Nyaruguru
54,Gypsy,De Gregorio,XL,RW23,Malayalam,8,972976.84,2018,Nyaruguru
55,Melany,Dupree,M,RW35,Finnish,78,301631.57,2018,Ngororero
56,Graham,Peplaw,2XL,RW22,Thai,50,969606.56,2018,Gisagara
57,Byram,Rosenbusch,3XL,RW13,Māori,18,555516.29,2018,Kicukiro
58,Amitie,Duddridge,XL,RW24,West Frisian,54,935177.09,2018,Huye
59,Judy,Darwood,M,RW41,Malagasy,37,445261.51,2018,Rulindo
60,Matthaeus,Townsley,XL,RW45,Kurdish,76,799214.63,2018,Gicumbi
61,Mead,Benet,3XL,RW55,Czech,89,704921.37,2018,Kirehe
62,Neron,Alps,XL,RW57,Marathi,61,283847.62,2018,Bugesera
63,Lesly,Lascell,M,RW36,Hiri Motu,50,800659.18,2018,Rusizi
64,Kissie,Wabersinke,XS,RW28,Japanese,2,224818.96,2018,Kamonyi
65,Hillard,Moodey,2XL,RW44,Hindi,93,175685.56,2018,Burera
66,Devland,Ropert,XL,RW36,Māori,20,282204.99,2018,Rusizi
67,Morganica,Fenners,S,RW37,Assamese,77,829861.14,2018,Nyamasheke
68,Andy,Aneley,XL,RW45,Zulu,63,347637.88,2018,Gicumbi
69,Westbrook,Lanyon,M,RW57,Malay,90,317857.37,2018,Bugesera
70,Auguste,Hynes,S,RW41,Nepali,58,657651.22,2018,Rulindo
71,Hildagard,Slamaker,XS,RW56,Hindi,67,869800.1,2018,Ngoma
72,Dorie,Castille,3XL,RW52,Kannada,1,601395.9,2018,Nyagatare
73,Salomi,Tring,L,RW27,Dari,56,224480.73,2018,Muhanga
74,Legra,Mengo,3XL,RW23,Malayalam,19,71710.19,2018,Nyaruguru
